# FP1-F7,C3-P3,C4-P4,CZ-PZ,F3-C3,F4-C4,F7-T7,F8-T8,FP1-F3,FP2-F4,FP2-F8,FT10-T8,FT9-FT10,FZ-CZ,P3-O1,P4-O2,P7-O1,P7-T7,P8-O2,T7-FT9,T7-P7,T8-P8-0,T8-P8-1,Outcome
-0.000116239,-9.87e-05,-4.55e-05,-9.08e-05,6.94e-05,1.37e-06,-0.00019243,1.86e-05,-8.58e-05,-8.65e-05,-7.48e-05,9.05e-05,0.000155702,3.34e-05,-2.87e-05,2.21e-05,2.17e-05,-0.000141245,-2.05e-05,6.620000000000001e-05,0.000141636,-3.11e-05,-3.11e-05,0.0
4.1200000000000005e-05,1.23e-05,2.17e-05,1.11e-05,0.000143199,6.43e-05,0.0001877409999999,6.11e-05,7.759999999999999e-05,1.35e-05,1.35e-05,2.6e-05,-1.47e-05,8.03e-05,5.18e-05,6.74e-05,4.28e-05,-1.31e-05,1.93e-05,-6.04e-05,1.35e-05,7.170000000000001e-05,7.170000000000001e-05,0.0
-0.00014398,-4.94e-05,-0.000109597,-1.76e-06,0.000193211,-0.000135775,0.000184615,5.22e-05,-1.23e-05,9.67e-05,-0.00026315,6.84e-06,-2.15e-06,-8.809999999999999e-05,-0.000153358,-6.19e-05,-0.0003862269999999,-0.00032254,-7.01e-05,-5.76e-05,0.00032293,7.01e-05,7.01e-05,1.0
-7.68e-05,0.000162735,5.22e-05,4.71e-05,2.32e-05,3.07e-05,0.0001885229999999,-2.01e-05,-3.32e-06,-2.72e-05,9.24e-05,6.27e-05,5.96e-05,-2.05e-05,-0.0001154579999999,-3.81e-05,-0.000224078,-0.000178755,1.39e-05,-6.27e-05,0.000179145,-6.94e-05,-6.94e-05,1.0
2.29e-05,-3.32e-06,-1.58e-05,3.58e-05,3.34e-05,3.929999999999999e-05,2.87e-05,1.7e-05,3.46e-05,3.81e-05,5.18e-05,1.7e-05,3.34e-05,2.64e-05,-2.36e-05,-2.56e-05,-4.59e-05,-3.3e-05,-3.65e-05,-2.29e-05,3.34e-05,2.15e-06,2.15e-06,0.0
-1.11e-05,4.49e-06,8.01e-06,4.88e-06,-1.23e-05,3.929999999999999e-05,-1.31e-05,-6.84e-06,-3.2200000000000003e-05,-6.08e-05,-9.57e-06,-2.75e-05,2.54e-06,4.28e-05,-1.19e-05,-8.79e-06,1.23e-05,4.16e-05,1.4300000000000002e-05,1.7800000000000002e-05,-4.1200000000000005e-05,-2.01e-05,-2.01e-05,0.0
1.62e-05,6.84e-06,-2.44e-05,-2.68e-05,6.06e-06,1.35e-05,1.31e-05,-6.15e-05,5.67e-06,-1.74e-05,-1.39e-05,-7.68e-05,-2.21e-05,2.13e-05,-7.62e-06,-6.06e-06,9.05e-05,0.000108816,3.61e-05,2.32e-05,-0.000108425,2.54e-06,2.54e-06,0.0
0.000237753,-4.75e-05,-6.45e-06,-0.000156484,-2.52e-05,5.2900000000000005e-05,9.63e-05,0.000227595,0.000142808,8.190000000000001e-05,-0.000180317,9.87e-05,-0.000378803,0.000159219,0.000285421,5.76e-05,-0.000220171,-0.000240879,0.0001220999999999,-0.000127179,0.00024127,1.7800000000000002e-05,1.7800000000000002e-05,0.0
0.000108816,-0.00012757,-2.48e-05,-7.209999999999999e-05,7.72e-05,-4.04e-05,4.3200000000000007e-05,5.27e-06,7.68e-05,2.93e-06,4.28e-05,-2.75e-05,-5.720000000000001e-05,6.54e-05,1.11e-05,6.51e-05,-9.32e-05,2.01e-05,-6.06e-06,-2.95e-05,-1.97e-05,-4e-05,-4e-05,1.0
3.69e-05,2.21e-05,3.07e-05,7.64e-05,3.71e-06,2.32e-05,-4.75e-05,-9.28e-05,-7.62e-06,-2.52e-05,6.31e-05,-7.87e-05,1.5e-05,1.23e-05,2.09e-05,2.99e-05,1.31e-05,-3.65e-05,-1.5399999999999998e-05,5.22e-05,3.69e-05,0.000103346,0.000103346,0.0
0.00029558,0.000152186,0.000162735,0.000167033,1.5399999999999998e-05,-0.0001959459999999,8.65e-05,-2.15e-06,0.000216264,0.000332698,0.000112332,5.1e-05,-0.0002865929999999,-8.109999999999999e-05,-0.000154139,-0.000250647,-5.5700000000000005e-05,9.55e-05,-9.83e-05,-1.47e-05,-9.51e-05,3.54e-05,3.54e-05,1.0
-2.15e-06,-1.07e-05,-2.44e-05,-1.5399999999999998e-05,-2.93e-06,-2.93e-06,2.15e-06,-1.5e-05,5.27e-06,2.01e-05,3.11e-05,1.37e-06,2.79e-05,-1.27e-05,8.01e-06,-1.97e-05,-2.13e-05,-1.97e-05,-1.27e-05,6.06e-06,2.01e-05,-3.03e-05,-3.03e-05,0.0
-2.99e-05,-0.000133431,-1.89e-05,4.88e-06,-0.000178364,-0.000134994,-0.00023072,-6.35e-05,0.000174457,4.59e-05,-5.41e-05,0.000108034,3.54e-05,4.24e-05,6.97e-05,6.78e-05,0.000135775,-5.68e-05,9.12e-05,6.19e-05,5.720000000000001e-05,-1.35e-05,-1.35e-05,1.0
3.73e-05,-6.84e-06,-5.27e-06,-1.07e-05,-9.77e-07,-8.79e-06,-2.32e-05,9.2e-05,5.86e-07,4.67e-05,-2.93e-06,6.23e-05,-4.47e-05,6.06e-06,9.96e-06,1.07e-05,-9.77e-07,1.15e-05,1.27e-05,1.62e-05,-1.11e-05,-5.920000000000001e-05,-5.920000000000001e-05,0.0
-0.000123272,2.72e-05,2.21e-05,-4.24e-05,-7.72e-05,-5.41e-05,4.83e-05,-1.66e-05,-0.00017094,-0.000158437,-0.000124444,-2.09e-05,-3.2200000000000003e-05,-3.3799999999999995e-05,5.37e-05,1.58e-05,-1.31e-05,7.72e-05,1.5e-05,-3.07e-05,-7.68e-05,-4.79e-05,-4.79e-05,1.0
5.67e-06,7.72e-05,1.19e-05,5.489999999999999e-05,3.97e-05,4.63e-05,2.99e-05,3.85e-05,6.84e-06,2.15e-06,3.32e-06,4.36e-05,1.31e-05,2.01e-05,-4.2e-05,-1.74e-05,2.01e-05,-2.32e-05,1.95e-07,-2.72e-05,2.36e-05,9.77e-07,9.77e-07,0.0
-6.31e-05,8.22e-05,3.15e-05,0.000300659,-6.86e-05,6.659999999999999e-05,-4.28e-05,-5.8e-05,-0.000277607,-0.000108816,-4.75e-05,-0.000156484,-6.82e-05,4.04e-05,0.000291282,0.000235018,0.000131868,-5.86e-07,0.0002147009999999,0.000144762,9.77e-07,0.000117411,0.000117411,0.0
1.5399999999999998e-05,4.94e-05,4.1e-06,-8.01e-06,-4.88e-06,0.000108816,-1.82e-05,5.33e-05,4.51e-05,3.81e-05,9.83e-05,0.000107253,0.000161954,0.000129915,-1.95e-07,-0.000131087,1.5399999999999998e-05,-7.6e-05,-0.000155702,9.57e-06,7.64e-05,2.32e-05,2.32e-05,1.0
4.49e-06,3.69e-05,2.56e-05,6.31e-05,7.62e-06,-2.64e-05,-1.86e-05,-7.23e-06,-2.9100000000000003e-05,6.84e-06,-7.23e-06,4.1e-06,4.24e-05,-6.84e-06,0.000161172,0.000103736,0.000194774,4.1e-06,0.000160781,7.62e-06,-3.71e-06,-3.54e-05,-3.54e-05,0.0
-0.000151404,-3.77e-05,-4.24e-05,-9.12e-05,-0.000118974,-3.3799999999999995e-05,1.39e-05,2.13e-05,7.329999999999999e-05,5.18e-05,-7.72e-05,4.4e-05,5.68e-05,-5.53e-05,-2.75e-05,-4.59e-05,1.5399999999999998e-05,-9.18e-06,-6.84e-06,-7.290000000000001e-05,9.57e-06,-7.23e-06,-7.23e-06,1.0
-0.000212454,-3.08e-05,-3.14e-05,-0.000136264,1.55e-05,8e-05,-2.08e-05,3.08e-05,-0.000185495,-0.000173187,2.2e-05,1.26e-05,0.0002581679999999,6.890000000000001e-05,-2.61e-05,2.78e-05,2.43e-05,1.96e-05,4.6e-05,-0.000134505,-1.9e-05,-0.000194872,-0.000194872,1.0
1.19e-05,1.5e-05,2.32e-05,2.87e-05,5.8e-05,-6.19e-05,5.489999999999999e-05,-2.93e-06,6.45e-06,-7.62e-06,1.35e-05,1.62e-05,3.07e-05,-7.759999999999999e-05,3.3e-05,4.94e-05,1.19e-05,-3.15e-05,-2.17e-05,6.45e-06,3.18e-05,1.4300000000000002e-05,1.4300000000000002e-05,0.0
2.95e-05,2.64e-05,1.47e-05,9.77e-07,-2.05e-05,-5.27e-06,-3.77e-05,-3.46e-05,-6e-05,-9.44e-05,4.08e-05,-3.58e-05,7.6e-05,-9.57e-06,6.84e-06,-9.57e-06,-3.32e-06,3.4200000000000005e-05,-6.06e-06,2.75e-05,-3.3799999999999995e-05,-9.47e-05,-9.47e-05,1.0
2.79e-05,-8.190000000000001e-05,3.4200000000000005e-05,-7.25e-05,0.00010022,-7.48e-05,4.98e-05,6.84e-06,8.379999999999999e-05,0.000297143,0.000139292,-2.95e-05,-6.11e-05,6.06e-06,-0.000134994,-8.97e-05,-0.000110769,1.95e-07,4.86e-05,-2.95e-05,1.95e-07,-2.8300000000000003e-05,-2.8300000000000003e-05,1.0
0.000134212,4.16e-05,9.57e-06,3.81e-05,5.33e-05,9.16e-05,0.000125617,0.000102955,0.000125226,0.000132259,0.000196728,-1.97e-05,8.62e-05,-7.23e-06,9.18e-06,1.35e-05,-6.86e-05,-3.97e-05,-4.28e-05,-4.47e-05,4e-05,-7.62e-06,-7.62e-06,0.0
-0.0001346029999999,-9.12e-05,-3.77e-05,-4.04e-05,-6.82e-05,-4.79e-05,-0.000135385,-8.58e-05,-0.000201807,-0.000155702,-0.000149841,-4.63e-05,-0.000114286,-9.75e-05,-0.00011663,-3.15e-05,-8.149999999999999e-05,0.000126398,1.66e-05,-1.31e-05,-0.000126007,-5.489999999999999e-05,-5.489999999999999e-05,1.0
-9.18e-06,4.49e-06,-0.000133822,-5.65e-05,-9.24e-05,3.4200000000000005e-05,-4.94e-05,1.4300000000000002e-05,5.37e-05,0.0001885229999999,1.95e-07,3.26e-05,4.75e-05,-1.27e-05,5.88e-05,-7.52e-05,2.4e-05,-5.88e-05,5.27e-06,8.4e-06,5.920000000000001e-05,-5.67e-06,-5.67e-06,1.0
-2.13e-05,-2.54e-06,-8.01e-06,5.86e-07,-8.4e-06,-1.35e-05,-8.79e-06,-8.01e-06,-1.07e-05,1.95e-07,-9.77e-07,2.93e-06,2.25e-05,-3.46e-05,-2.44e-05,3.4200000000000005e-05,3.32e-06,1.97e-05,1.97e-05,-9.77e-07,-1.93e-05,1.37e-06,1.37e-06,0.0
4.1200000000000005e-05,0.000128352,0.000153358,7.170000000000001e-05,-9.51e-05,-0.000304567,-3.73e-05,-5.45e-05,-2.25e-05,-9.18e-06,-4.94e-05,-8.190000000000001e-05,-1.04e-05,-0.0002338459999999,0.000109206,0.000154139,2.64e-05,-8.73e-05,4.2e-05,0.000116239,8.77e-05,5.5700000000000005e-05,5.5700000000000005e-05,0.0
-3.07e-05,3.58e-05,-8.97e-05,-5.8e-05,-1.89e-05,1.37e-06,-3.03e-05,6.06e-06,-2.01e-05,-1.11e-05,-3.97e-05,1.27e-05,-1.62e-05,-2.54e-06,-0.000103736,-0.000157656,-9.05e-05,-4.429999999999999e-05,-0.00018735,1.7800000000000002e-05,4.47e-05,-3.73e-05,-3.73e-05,0.0
1.47e-05,6.659999999999999e-05,9.18e-06,9.96e-06,-2.8300000000000003e-05,-2.48e-05,-3.54e-05,-1.31e-05,-3.34e-05,7.23e-06,-3.07e-05,-2.75e-05,-5.96e-05,-2.13e-05,-4.79e-05,2.29e-05,-3.71e-06,1.93e-05,5.489999999999999e-05,3.4200000000000005e-05,-1.89e-05,4.49e-06,4.49e-06,0.0
1.76e-06,2.44e-05,6.06e-06,6.84e-06,1.86e-05,4.36e-05,-0.000167424,-3.32e-06,-5.02e-05,8.79e-06,7.56e-05,-3.26e-05,0.000147106,7.759999999999999e-05,2.72e-05,-2.68e-05,0.000180317,-6.45e-06,-2.56e-05,0.000219389,6.84e-06,-1.4300000000000002e-05,-1.4300000000000002e-05,1.0
0.0001198529999999,-0.000104615,-1.6100000000000002e-05,1.85e-05,-2.9e-05,-8.23e-05,0.000356044,-6.3e-05,9e-05,0.000129817,3.84e-05,-3.37e-05,-0.0003091579999999,-6.890000000000001e-05,1.3800000000000002e-05,0.000133919,-0.000147399,0.00035956,0.000135092,-0.0002523079999999,-0.000358974,5.3e-05,5.3e-05,1.0
9.23e-05,-4.78e-05,-5.25e-05,-3.78e-05,-2.78e-05,-0.0001819779999999,3.37e-05,-6.77e-05,2.78e-05,0.000324982,9.990000000000002e-05,-7.3e-05,0.00015326,7.41e-05,-0.000247033,6.77e-05,7.91e-06,0.000435165,5.19e-05,-0.000176117,-0.000434579,7.120000000000001e-05,7.120000000000001e-05,1.0
0.000280342,0.00018735,0.00040928,5.65e-05,-0.000292454,-0.000244786,3.65e-05,0.000442491,-6.27e-05,-3.5e-05,-1.66e-05,0.000131087,3.929999999999999e-05,-5.8e-05,-0.000154921,-0.000182662,-0.00011116,0.000529621,-0.00026862,-0.000240098,-0.000529231,-0.0002096209999999,-0.0002096209999999,1.0
7.23e-06,6.84e-06,8.4e-06,1.04e-05,6.06e-06,1.86e-05,1.95e-07,9.96e-06,6.06e-06,5.27e-06,4.49e-06,1.07e-05,1.37e-06,1.89e-05,3.71e-06,-2.54e-06,1.07e-05,-4.88e-06,1.95e-07,-2.15e-06,5.27e-06,1.35e-05,1.35e-05,0.0
5.88e-05,-2.48e-05,0.000190867,-2.8300000000000003e-05,-0.000124835,2.15e-06,7.209999999999999e-05,-3.3e-05,0.0002229059999999,0.000114286,9.67e-05,-0.000124835,-6e-05,-2.36e-05,1.95e-07,4.3200000000000007e-05,6.659999999999999e-05,0.000124835,0.000137729,-5.720000000000001e-05,-0.000124444,0.000149451,0.000149451,1.0
-2.32e-05,2.93e-06,2.64e-05,-7.62e-06,-2.87e-05,-1.93e-05,-3.4200000000000005e-05,1.04e-05,-2.29e-05,-6.19e-05,-6.04e-05,2.64e-05,7.62e-06,4.49e-06,-6.51e-05,-7.91e-05,-2.32e-05,3.34e-05,3.61e-05,3.2200000000000003e-05,-3.3e-05,-0.0001209279999999,-0.0001209279999999,0.0
6.78e-05,1.31e-05,1.86e-05,3.85e-05,-5.67e-06,-1.4300000000000002e-05,5.76e-05,-2.52e-05,-2.54e-06,-1.37e-06,1.95e-07,-1.27e-05,-0.000117021,-5.86e-07,-2.29e-05,-6.45e-06,-5.920000000000001e-05,8.540000000000002e-05,2.32e-05,-2.52e-05,-8.499999999999999e-05,-1.76e-06,-1.76e-06,1.0
2.79e-05,-1.04e-05,2.54e-06,2.01e-05,3.15e-05,5.65e-05,8.4e-06,-4.79e-05,-2.93e-06,8.79e-06,5.18e-05,9.57e-06,-3.03e-05,2.68e-05,-1.74e-05,-8.58e-05,-9.57e-06,2.68e-05,1.04e-05,1.37e-06,-2.64e-05,-3.15e-05,-3.15e-05,0.0
9.12e-05,-0.0004049819999999,-0.000211184,-0.000302222,-0.000621832,-0.000244005,-0.000158046,0.000157656,-3.34e-05,-0.000112723,2.13e-05,0.00018696,0.0001928209999999,-0.000564396,3.4200000000000005e-05,-0.00031199,-0.000936752,2.21e-05,-0.001304029,-0.000146325,-2.17e-05,0.0002416609999999,0.0002416609999999,1.0
-6.19e-05,-0.000138901,-0.000113504,-0.000179927,-0.000232674,-4.86e-05,-0.000174847,-3.58e-05,6.620000000000001e-05,0.000201416,9.79e-05,7.290000000000001e-05,0.000190085,-0.000102955,7.79e-05,-0.000141636,0.000169377,0.000158437,-0.000140073,8.77e-05,-0.000158046,-2.56e-05,-2.56e-05,1.0
3.34e-05,-3.929999999999999e-05,-1.7e-05,-2.68e-05,-7.09e-05,-7.6e-05,-6.47e-05,2.17e-05,7.91e-05,4.1200000000000005e-05,-1.35e-05,1.39e-05,-4.79e-05,-0.000102173,-8.46e-05,-4.63e-05,-5.45e-05,3.03e-05,-7.290000000000001e-05,1.04e-05,-2.99e-05,-3.2200000000000003e-05,-3.2200000000000003e-05,0.0
-4.49e-06,-1.5399999999999998e-05,-3.69e-05,4.86e-05,7.48e-05,0.000249084,-0.000136557,7.25e-05,9.77e-07,-3.3e-05,-1.7e-05,3.5e-05,8.3e-05,0.000105299,3.929999999999999e-05,-0.000145153,0.000231893,-1.07e-05,-1.5e-05,8.62e-05,1.11e-05,-8.79e-06,-8.79e-06,1.0
2.48e-05,-7.23e-06,-5.27e-06,-1.95e-07,8.22e-05,-6.74e-05,1.95e-07,-4.3200000000000007e-05,-7.4e-05,0.000216654,0.00027917,-5.22e-05,9.67e-05,5.610000000000001e-05,1.86e-05,1.11e-05,-1.31e-05,-6.45e-06,-0.000124835,4.16e-05,6.84e-06,4.4e-05,4.4e-05,1.0
0.000114286,0.000110379,0.00017602,0.000149451,2.48e-05,0.000119365,-0.000343639,6.94e-05,-0.000103736,-0.000188913,7.09e-05,-9.96e-06,6.84e-06,0.000320977,0.000186569,0.000156484,0.000210794,-0.00023619,3.61e-05,0.000333089,0.0002365809999999,8.65e-05,8.65e-05,1.0
4.04e-05,0.000102173,9.9e-05,0.0001615629999999,-4.1200000000000005e-05,-6.45e-06,-2.09e-05,6.08e-05,-2.72e-05,-4.08e-05,2.32e-05,7.6e-05,9.57e-06,-0.000155311,7.25e-05,1.35e-05,3.69e-05,-4.63e-05,1.07e-05,2.54e-06,4.67e-05,-3.07e-05,-3.07e-05,0.0
-1.04e-05,-6.06e-06,1.37e-06,-1.04e-05,-2.17e-05,-1.89e-05,1.93e-05,1.31e-05,-4.88e-06,-1.82e-05,-2.64e-05,2.01e-05,2.54e-06,-1.58e-05,2.4e-05,1.97e-05,1.04e-05,2.8300000000000003e-05,2.93e-06,-2.32e-05,-2.79e-05,-5.27e-06,-5.27e-06,0.0
0.000109597,8.3e-05,6.23e-05,-4.4e-05,-5.76e-05,5.5700000000000005e-05,0.000144762,0.000215873,0.000264322,0.0004428819999999,0.000110769,0.000196337,2.54e-06,0.000124835,0.000102955,-0.00012757,-1.47e-05,-0.000153358,-0.00010569,-0.000137729,0.000153748,0.0002119659999999,0.0002119659999999,1.0
-0.000119365,7.62e-06,-2.64e-05,2.6e-05,-4.1200000000000005e-05,-6.84e-06,-1.19e-05,-4.1e-06,-0.000138901,-0.000154139,-0.0001834429999999,6.31e-05,3.32e-06,-6.15e-05,1.58e-05,6.06e-06,-1.39e-05,1.15e-05,1.47e-05,-7.01e-05,-1.11e-05,-8.79e-06,-8.79e-06,0.0
4.28e-05,2.93e-06,1.86e-05,1.66e-05,3.03e-05,4.1e-06,2.95e-05,2.54e-06,4.04e-05,7.23e-06,-7.62e-06,7.62e-06,-5.18e-05,8.01e-06,-8.79e-06,-5.86e-07,-9.18e-06,-3.32e-06,2.17e-05,-1.23e-05,3.71e-06,1.31e-05,1.31e-05,0.0
-4.9e-05,-1.66e-05,-4.49e-06,-2.93e-06,1.58e-05,-1.74e-05,-7.23e-06,-2.25e-05,-9.79e-05,-5.1e-05,-5.96e-05,1.76e-06,-5.920000000000001e-05,-4.47e-05,-2.17e-05,-8.58e-05,-7.09e-05,-5.67e-06,-8.809999999999999e-05,-2.01e-05,6.06e-06,1.15e-05,1.15e-05,0.0
9.11e-05,-0.000435751,6.59e-05,-0.000444542,0.000994286,0.000112234,0.000241172,2.61e-05,-8.06e-05,-8.82e-05,0.000255824,0.000118095,-9.64e-05,0.000829597,-0.000311502,0.000172015,1.55e-05,0.000187839,-6.890000000000001e-05,-0.0001702559999999,-0.000187253,5.01e-05,5.01e-05,1.0
-1.89e-05,0.000117411,5.22e-05,7.4e-05,4.83e-05,4.16e-05,-7.37e-05,5.68e-05,-2.05e-05,8.4e-06,-7.62e-06,3.03e-05,2.44e-05,5.2900000000000005e-05,-2.05e-05,1.89e-05,4.28e-05,-0.000173675,1.31e-05,5.06e-05,0.0001740659999999,5.920000000000001e-05,5.920000000000001e-05,0.0
-1.4300000000000002e-05,-1.74e-05,-6.84e-06,-1.58e-05,-4.4e-05,-1.82e-05,-5.67e-06,-3.11e-05,3.81e-05,1.58e-05,-2.4e-05,-2.36e-05,-4.47e-05,1.7800000000000002e-05,3.73e-05,-9.96e-06,7.48e-05,4.04e-05,-6.19e-05,1.23e-05,-4e-05,9.75e-05,9.75e-05,0.0
-3.32e-06,5.8e-05,1.95e-07,-2.15e-06,2.56e-05,-6.84e-06,-2.44e-05,-4.49e-06,-1.7800000000000002e-05,-7.23e-06,-1.74e-05,-9.18e-06,-1.23e-05,-9.57e-06,-4.59e-05,-5.96e-05,6e-05,1.23e-05,-4.71e-05,4.94e-05,-1.19e-05,-3.32e-06,-3.32e-06,0.0
-3.58e-05,3.32e-06,-1.95e-07,2.93e-06,-2.09e-05,-2.17e-05,-1.07e-05,-1.97e-05,-4.71e-05,-3.32e-06,5.86e-07,-9.96e-06,9.57e-06,-5.67e-06,6.06e-06,8.79e-06,1.04e-05,2.21e-05,1.37e-06,5.86e-07,-2.17e-05,-1.95e-07,-1.95e-07,0.0
-1.39e-05,3.26e-05,3.81e-05,1.74e-05,-4.1e-06,-1.27e-05,-1.97e-05,-2.56e-05,-5.53e-05,-3.2200000000000003e-05,1.62e-05,3.58e-05,-4.9e-05,8.79e-06,9.77e-07,-2.54e-06,1.11e-05,3.32e-06,-1.39e-05,2.68e-05,-2.93e-06,1.23e-05,1.23e-05,1.0
3.02e-05,-0.000104615,-4.66e-05,8.790000000000001e-07,3.19e-05,-1.67e-05,-9.17e-05,-0.0001005129999999,0.000191941,0.000150916,0.000138608,1.44e-05,7.18e-05,1.32e-05,-6.890000000000001e-05,-6.74e-06,7.53e-05,-3.37e-05,5.539999999999999e-05,-2.05e-06,3.43e-05,-1.55e-05,-1.55e-05,0.0
4.49e-06,8.03e-05,1.39e-05,4.55e-05,3.4200000000000005e-05,4.75e-05,8.26e-05,2.01e-05,-5.8e-05,-1.82e-05,3.03e-05,-4.88e-06,-1.15e-05,3.3e-05,1.47e-05,-2.17e-05,7.62e-06,2.44e-05,2.99e-05,-9.77e-07,-2.4e-05,-6e-05,-6e-05,0.0
-7.64e-05,4.94e-05,-8.73e-05,-9.96e-06,2.87e-05,2.4e-05,-4.98e-05,2.21e-05,-0.000137338,0.0001740659999999,-2.54e-06,6.43e-05,-4.51e-05,0.000126789,5.96e-05,1.97e-05,0.000151795,2.25e-05,8.379999999999999e-05,5.33e-05,-2.21e-05,2.9100000000000003e-05,2.9100000000000003e-05,1.0
0.000168987,1.27e-05,-3.69e-05,-8.97e-05,5.18e-05,0.000110379,1.93e-05,0.000218217,0.00020337,0.00031707,0.000226032,0.000131087,0.000444054,0.000118974,0.0001049079999999,-0.000123272,0.000213919,2.9100000000000003e-05,-0.000245177,1.19e-05,-2.87e-05,6.74e-05,6.74e-05,1.0
0.000249475,-2.54e-06,-4.36e-05,1.35e-05,7.13e-05,-0.000119365,1.19e-05,3.97e-05,7.68e-05,0.000145934,2.72e-05,3.81e-05,-0.000109206,1.7800000000000002e-05,9.08e-05,9.2e-05,6.43e-05,8.85e-05,1.95e-07,0.00010022,-8.809999999999999e-05,6.06e-06,6.06e-06,0.0
5.67e-06,7.62e-06,-2.54e-06,1.11e-05,-2.4e-05,-3.26e-05,-2.75e-05,-5.86e-07,-1.58e-05,2.68e-05,1.58e-05,-1.23e-05,8.01e-06,-2.17e-05,1.47e-05,-1.37e-06,-8.01e-06,-1.23e-05,-5.27e-06,1.86e-05,1.27e-05,-2.05e-05,-2.05e-05,0.0
-0.000151404,6.84e-06,2.36e-05,6.45e-06,-2.52e-05,-1.35e-05,-0.000109597,-1.95e-07,-0.000147497,-0.000123272,-0.000157656,2.52e-05,-1.31e-05,-7.23e-06,8.4e-06,-2.17e-05,5.27e-06,-9.79e-05,9.77e-07,7.48e-05,9.83e-05,2.17e-05,2.17e-05,0.0
8.26e-05,-0.000180317,9.28e-05,-3.97e-05,1.4300000000000002e-05,-8.73e-05,4.3200000000000007e-05,-0.000130696,3.34e-05,9.18e-06,-3.77e-05,-8.809999999999999e-05,-0.000148278,-7.72e-05,0.0003420759999999,-0.000101001,9.28e-05,9.18e-06,0.00016,-3.65e-05,-8.79e-06,-7.72e-05,-7.72e-05,1.0
-0.000168987,-3.929999999999999e-05,0.00010022,-4.86e-05,6.45e-06,-8.01e-06,-0.000269011,2.79e-05,-5.18e-05,3.26e-05,-9.18e-06,9.77e-07,9.77e-07,0.0001045179999999,-3.3e-05,2.54e-06,0.000167033,-0.000151404,5.02e-05,0.00021978,0.000151795,5.68e-05,5.68e-05,1.0
-0.000124835,-2.68e-05,-2.95e-05,-8.01e-06,1.97e-05,-1.82e-05,-3.81e-05,-4.2e-05,-0.000107253,-9.59e-05,-9.940000000000002e-05,-2.01e-05,0.000267057,-4.1e-06,5.68e-05,-1.4300000000000002e-05,7.13e-05,-3.46e-05,-1.39e-05,-0.000126398,3.5e-05,-1.76e-06,-1.76e-06,1.0
-0.000134212,4.24e-05,-5.720000000000001e-05,0.00014359,-0.0003944319999999,-6.23e-05,-5.920000000000001e-05,0.000262759,-6.23e-05,-5.489999999999999e-05,0.000164298,0.000263541,0.000614408,-0.000338559,-1.95e-07,-0.000271355,6.19e-05,0.000283468,-0.000732015,1.5399999999999998e-05,-0.000283077,-0.000145153,-0.000145153,1.0
6.51e-05,2.4e-05,2.87e-05,1.23e-05,1.31e-05,3.97e-05,-0.000148669,-0.000201807,-0.0001236629999999,-0.000106081,3.71e-06,-0.000293626,-3.15e-05,4.4e-05,4.75e-05,0.000143199,3.65e-05,-7.62e-06,0.00020884,0.000129915,8.01e-06,9.36e-05,9.36e-05,1.0
9.08e-05,7.049999999999999e-05,1.35e-05,5.02e-05,8.3e-05,-6.19e-05,9.75e-05,-0.0001768009999999,0.000107253,-7.25e-05,-6.19e-05,-0.000102564,-1.86e-05,9.77e-07,2.54e-06,0.000127179,7.62e-06,-6.7e-05,0.000133431,-8.109999999999999e-05,6.74e-05,0.000111941,0.000111941,1.0
-9.57e-06,-3.58e-05,-0.000113895,-1.19e-05,8.499999999999999e-05,6.11e-05,5.5700000000000005e-05,-1.7800000000000002e-05,-1.86e-05,2.15e-06,4.88e-06,-1.86e-05,1.11e-05,-3.2200000000000003e-05,-3.54e-05,-9.87e-05,-8.340000000000001e-05,-3.11e-05,9.77e-07,-1.47e-05,3.15e-05,-0.000137729,-0.000137729,1.0
2.52e-05,-5.84e-05,-4.1200000000000005e-05,-2.13e-05,2.72e-05,8.26e-05,-3.89e-05,1.93e-05,-8.79e-06,-9.08e-05,6.06e-06,3.73e-05,-2.93e-06,1.97e-05,-6.45e-06,-0.000103736,-6.08e-05,-2.64e-05,-8.109999999999999e-05,2.72e-05,2.68e-05,-9.87e-05,-9.87e-05,0.0
2.01e-05,-2.64e-05,-9.18e-06,-1.89e-05,5.86e-07,2.15e-06,1.82e-05,7.23e-06,5.14e-05,-4.1e-06,-1.76e-06,-7.62e-06,-1.97e-05,7.62e-06,-6.45e-06,6.84e-06,-1.7e-05,4.1e-06,-9.96e-06,-2.15e-06,-3.71e-06,1.95e-07,1.95e-07,0.0
-0.000230623,0.000140952,1.0800000000000002e-05,-7.3e-05,-0.0001673259999999,-0.000149744,-0.000157949,-0.000121612,7.41e-05,1.9e-05,-0.000104615,2.32e-05,0.000256996,-0.000110476,-0.000222418,-0.000244689,1.14e-05,-0.000201905,-0.000111062,6.95e-05,0.0002024909999999,-2.37e-05,-2.37e-05,1.0
0.000101392,2.05e-05,-2.13e-05,2.93e-06,0.000103346,0.0002502559999999,4.71e-05,0.000310037,0.000181099,0.00021978,0.000171722,0.00019243,0.000170549,0.0002096209999999,-6e-05,-0.000120147,2.75e-05,-6.74e-05,-0.000151013,-8.22e-05,6.78e-05,-2.54e-06,-2.54e-06,1.0
